Subject_ID,Group,Label,Prediction,Relative_Power,Channel,Band
ACSub10,Control,0,0,0.3332657068128627,AF3,Delta
ACSub10,Control,0,0,0.3478741664165279,AF3,Delta
ACSub10,Control,0,0,0.31342432115411833,AF3,Delta
ACSub10,Control,0,0,0.11428698081472256,AF3,Delta
ACSub10,Control,0,0,0.3045960254745724,AF3,Delta
ACSub10,Control,0,0,0.6201731555968981,AF3,Delta
ACSub10,Control,0,0,0.3011098335338686,AF3,Delta
ACSub10,Control,0,0,0.355039413383029,AF3,Delta
ACSub10,Control,0,0,0.4022612708174131,AF3,Delta
ACSub10,Control,0,0,0.5562927270957244,AF3,Delta
ACSub10,Control,0,0,0.6276544008412593,AF3,Delta
ACSub10,Control,0,0,0.369466419725856,AF3,Delta
ACSub10,Control,0,0,0.411187051665322,AF3,Delta
ACSub10,Control,0,0,0.33342492807106866,AF3,Delta
ACSub10,Control,0,0,0.35981722610640243,AF3,Delta
ACSub10,Control,0,0,0.405336210422307,AF3,Delta
ACSub10,Control,0,0,0.25610705907180764,AF3,Delta
ACSub10,Control,0,0,0.2650575602063326,AF3,Delta
ACSub10,Control,0,0,0.42471277678541003,AF3,Delta
ACSub10,Control,0,0,0.2876071783584873,AF3,Delta
ACSub10,Control,0,0,0.3090596772559009,AF3,Delta
ACSub10,Control,0,0,0.31511441598499607,AF3,Delta
ACSub10,Control,0,0,0.42157343863764885,AF3,Delta
ACSub10,Control,0,0,0.6658128749521335,AF3,Delta
ACSub10,Control,0,0,0.58078548827181,AF3,Delta
ACSub10,Control,0,0,0.3893869170858614,AF3,Delta
ACSub10,Control,0,0,0.30543330676598857,AF3,Delta
ACSub10,Control,0,0,0.3029963634573357,AF3,Delta
ACSub10,Control,0,0,0.39844865796362067,AF3,Delta
ACSub10,Control,0,0,0.3851714562340291,AF3,Delta
ACSub10,Control,0,0,0.361756461918908,AF3,Delta
ACSub10,Control,0,0,0.5471553475699616,AF3,Delta
ACSub10,Control,0,0,0.7335966974079082,AF3,Delta
ACSub10,Control,0,0,0.761108890299505,AF3,Delta
ACSub10,Control,0,0,0.6485700570923327,AF3,Delta
ACSub10,Control,0,0,0.5122248815816999,AF3,Delta
ACSub10,Control,0,0,0.4023815099873688,AF3,Delta
ACSub10,Control,0,0,0.2899049366879525,AF3,Delta
ACSub10,Control,0,0,0.22972813751746823,AF3,Delta
ACSub10,Control,0,0,0.42104868612179286,AF3,Delta
ACSub10,Control,0,0,0.5609509028073665,AF3,Delta
ACSub10,Control,0,0,0.5183407156763535,AF3,Delta
ACSub10,Control,0,0,0.280223171502001,AF3,Delta
ACSub10,Control,0,0,0.4274652864506027,AF3,Delta
ACSub10,Control,0,0,0.34589476517870765,AF3,Delta
ACSub10,Control,0,0,0.26868053507753364,AF3,Delta
ACSub10,Control,0,0,0.1814810315754233,AF3,Delta
ACSub10,Control,0,0,0.341466408413042,AF3,Delta
ACSub10,Control,0,0,0.41886007533386427,AF3,Delta
ACSub10,Control,0,0,0.45980657917742296,AF3,Delta
ACSub10,Control,0,0,0.47122587606946964,AF3,Delta
ACSub10,Control,0,0,0.42136223705798137,AF3,Delta
ACSub10,Control,0,0,0.43664419979551466,AF3,Delta
ACSub10,Control,0,0,0.44129266361597863,AF3,Delta
ACSub10,Control,0,0,0.3137921151219837,AF3,Delta
ACSub10,Control,0,0,0.39312461827181094,AF3,Delta
ACSub10,Control,0,0,0.4173028882480442,AF3,Delta
ACSub10,Control,0,0,0.29112271404676415,AF3,Delta
ACSub10,Control,0,0,0.4181202548160697,AF3,Delta
ACSub10,Control,0,0,0.5953601660213569,AF3,Delta
ACSub10,Control,0,0,0.5166756703173178,AF3,Delta
ACSub10,Control,0,0,0.6802437792145055,AF3,Delta
ACSub10,Control,0,0,0.7515362789120007,AF3,Delta
ACSub10,Control,0,0,0.7153786403956335,AF3,Delta
ACSub10,Control,0,0,0.7066745621558678,AF3,Delta
ACSub11,Control,0,1,0.12582339052904323,AF3,Delta
ACSub11,Control,0,1,0.13070097354727314,AF3,Delta
ACSub11,Control,0,1,0.7365813305876419,AF3,Delta
ACSub11,Control,0,1,0.39320309835195866,AF3,Delta
ACSub11,Control,0,1,0.1983691725624698,AF3,Delta
ACSub11,Control,0,1,0.2603349124920274,AF3,Delta
ACSub11,Control,0,1,0.2511824319730903,AF3,Delta
ACSub11,Control,0,1,0.5377738603709897,AF3,Delta
ACSub11,Control,0,1,0.5344064783868987,AF3,Delta
ACSub11,Control,0,1,0.3439731995680739,AF3,Delta
ACSub11,Control,0,1,0.3331443780720143,AF3,Delta
ACSub11,Control,0,1,0.26157392489005354,AF3,Delta
ACSub11,Control,0,1,0.2250359261869335,AF3,Delta
ACSub11,Control,0,1,0.34713727168466124,AF3,Delta
ACSub11,Control,0,1,0.48024443192485694,AF3,Delta
ACSub11,Control,0,1,0.47069156390558503,AF3,Delta
ACSub11,Control,0,1,0.49511773785525637,AF3,Delta
ACSub11,Control,0,1,0.4535256391982093,AF3,Delta
ACSub11,Control,0,1,0.5080828569200404,AF3,Delta
ACSub11,Control,0,1,0.5185410225150479,AF3,Delta
ACSub11,Control,0,1,0.15489477600731263,AF3,Delta
ACSub11,Control,0,1,0.16026352632755897,AF3,Delta
ACSub11,Control,0,1,0.19039733888703658,AF3,Delta
ACSub11,Control,0,1,0.27669185355001835,AF3,Delta
ACSub11,Control,0,1,0.1144843603863454,AF3,Delta
ACSub11,Control,0,1,0.179657513636108,AF3,Delta
ACSub11,Control,0,1,0.160570729061672,AF3,Delta
ACSub11,Control,0,1,0.10817588576212202,AF3,Delta
ACSub11,Control,0,1,0.27094351130874916,AF3,Delta
ACSub11,Control,0,1,0.3367944634793701,AF3,Delta
ACSub11,Control,0,1,0.12261932824289457,AF3,Delta
ACSub11,Control,0,1,0.24137029401036147,AF3,Delta
ACSub11,Control,0,1,0.27358687886848154,AF3,Delta
ACSub11,Control,0,1,0.24152441151445295,AF3,Delta
ACSub11,Control,0,1,0.10705881307506308,AF3,Delta
ACSub11,Control,0,1,0.09889169226687625,AF3,Delta
ACSub11,Control,0,1,0.2577000584145327,AF3,Delta
ACSub11,Control,0,1,0.2656844109570677,AF3,Delta
ACSub11,Control,0,1,0.1470115460555487,AF3,Delta
ACSub11,Control,0,1,0.14479652463226234,AF3,Delta
ACSub11,Control,0,1,0.22128236896826906,AF3,Delta
ACSub11,Control,0,1,0.2106823124533172,AF3,Delta
ACSub11,Control,0,1,0.2540752297195364,AF3,Delta
ACSub11,Control,0,1,0.14446765231761052,AF3,Delta
ACSub11,Control,0,1,0.11648551723573079,AF3,Delta
ACSub11,Control,0,1,0.1489891522225924,AF3,Delta
ACSub11,Control,0,1,0.06338506170625917,AF3,Delta
ACSub11,Control,0,1,0.061690180723292506,AF3,Delta
ACSub11,Control,0,1,0.2913751305446421,AF3,Delta
ACSub11,Control,0,1,0.33208714586229715,AF3,Delta
ACSub11,Control,0,1,0.21199057072195387,AF3,Delta
ACSub11,Control,0,1,0.2801780928515342,AF3,Delta
ACSub11,Control,0,1,0.2437359620901172,AF3,Delta
ACSub11,Control,0,1,0.22726726464416572,AF3,Delta
ACSub11,Control,0,1,0.3861099524212387,AF3,Delta
ACSub11,Control,0,1,0.31586520054035155,AF3,Delta
ACSub11,Control,0,1,0.3054286629651824,AF3,Delta
ACSub11,Control,0,1,0.35215428395211956,AF3,Delta
ACSub11,Control,0,1,0.276649198313289,AF3,Delta
ACSub11,Control,0,1,0.22231888133903552,AF3,Delta
ACSub11,Control,0,1,0.2692860602328442,AF3,Delta
ACSub11,Control,0,1,0.43793044450403623,AF3,Delta
ACSub11,Control,0,1,0.11736612490078707,AF3,Delta
ACSub11,Control,0,1,0.0886172312045674,AF3,Delta
ACSub11,Control,0,1,0.031032051623248073,AF3,Delta
ACSub11,Control,0,1,0.043565019718253876,AF3,Delta
ACSub11,Control,0,1,0.1260098110994735,AF3,Delta
ACSub11,Control,0,1,0.24422206862080673,AF3,Delta
ACSub11,Control,0,1,0.11975283834337405,AF3,Delta
ACSub11,Control,0,1,0.14044208008052084,AF3,Delta
ACSub11,Control,0,1,0.10209622855924701,AF3,Delta
ACSub11,Control,0,1,0.1706587396118066,AF3,Delta
ACSub11,Control,0,1,0.20674587794759092,AF3,Delta
ACSub11,Control,0,1,0.21345618172475658,AF3,Delta
ACSub11,Control,0,1,0.2766246974177029,AF3,Delta
ACSub11,Control,0,1,0.18498834165632166,AF3,Delta
ACSub11,Control,0,1,0.1414428365168783,AF3,Delta
ACSub11,Control,0,1,0.14728167997523992,AF3,Delta
ACSub11,Control,0,1,0.1894478812580999,AF3,Delta
ACSub11,Control,0,1,0.13483289031563078,AF3,Delta
ACSub11,Control,0,1,0.1570909347938188,AF3,Delta
ACSub11,Control,0,1,0.09008847540387915,AF3,Delta
ACSub11,Control,0,1,0.09930686070166021,AF3,Delta
ACSub11,Control,0,1,0.21761281179073738,AF3,Delta
ACSub11,Control,0,1,0.1948697861208077,AF3,Delta
ACSub11,Control,0,1,0.16636052153373337,AF3,Delta
ACSub11,Control,0,1,0.3372513929935833,AF3,Delta
ACSub11,Control,0,1,0.28788534000586546,AF3,Delta
ACSub11,Control,0,1,0.08274795110889971,AF3,Delta
ACSub11,Control,0,1,0.11873060824301637,AF3,Delta
ACSub11,Control,0,1,0.07378719957318351,AF3,Delta
ACSub11,Control,0,1,0.06980712948623254,AF3,Delta
ACSub11,Control,0,1,0.1732951395425361,AF3,Delta
ACSub11,Control,0,1,0.5091300100407353,AF3,Delta
ACSub11,Control,0,1,0.45309195674993963,AF3,Delta
ACSub11,Control,0,1,0.34582896233891464,AF3,Delta
ACSub11,Control,0,1,0.1920833107274097,AF3,Delta
ACSub11,Control,0,1,0.17845362501362108,AF3,Delta
ACSub11,Control,0,1,0.12872964348459254,AF3,Delta
ACSub11,Control,0,1,0.24099006467539216,AF3,Delta
ACSub11,Control,0,1,0.31588269574869393,AF3,Delta
ACSub11,Control,0,1,0.333265705531208,AF3,Delta
ACSub11,Control,0,1,0.09403623299103143,AF3,Delta
ACSub11,Control,0,1,0.04992207269961576,AF3,Delta
ACSub11,Control,0,1,0.18252302486629307,AF3,Delta
ACSub11,Control,0,1,0.1623723654463176,AF3,Delta
ACSub11,Control,0,1,0.25761279736517284,AF3,Delta
ACSub11,Control,0,1,0.1752225087724911,AF3,Delta
ACSub11,Control,0,1,0.43063730440058784,AF3,Delta
ACSub11,Control,0,1,0.4501446263821317,AF3,Delta
ACSub11,Control,0,1,0.23194050390164045,AF3,Delta
ACSub11,Control,0,1,0.25345072346370584,AF3,Delta
ACSub11,Control,0,1,0.22701422382110464,AF3,Delta
ACSub11,Control,0,1,0.2319636929644039,AF3,Delta
ACSub11,Control,0,1,0.10116729718367704,AF3,Delta
ACSub11,Control,0,1,0.11561754156287689,AF3,Delta
ACSub11,Control,0,1,0.09171387584006287,AF3,Delta
ACSub11,Control,0,1,0.11561210686677194,AF3,Delta
ACSub11,Control,0,1,0.2846666744940462,AF3,Delta
ACSub11,Control,0,1,0.21416706289909343,AF3,Delta
ACSub11,Control,0,1,0.285107833460083,AF3,Delta
ACSub11,Control,0,1,0.24704272726954019,AF3,Delta
ACSub11,Control,0,1,0.049969967127907675,AF3,Delta
ACSub11,Control,0,1,0.2058118550173248,AF3,Delta
ACSub11,Control,0,1,0.33749909477485396,AF3,Delta
ACSub11,Control,0,1,0.28452289987202933,AF3,Delta
ACSub11,Control,0,1,0.1947300944589262,AF3,Delta
ACSub11,Control,0,1,0.2424080361028279,AF3,Delta
ACSub11,Control,0,1,0.11770499297269867,AF3,Delta
ACSub11,Control,0,1,0.11085043786587835,AF3,Delta
ACSub11,Control,0,1,0.1372498218206701,AF3,Delta
ACSub11,Control,0,1,0.43712494273145763,AF3,Delta
ACSub11,Control,0,1,0.42362083125594346,AF3,Delta
ACSub11,Control,0,1,0.26892730075308524,AF3,Delta
ACSub11,Control,0,1,0.3449372646296612,AF3,Delta
ACSub11,Control,0,1,0.4712797900121742,AF3,Delta
ACSub11,Control,0,1,0.22788250192734466,AF3,Delta
ACSub11,Control,0,1,0.24133168238521258,AF3,Delta
ACSub11,Control,0,1,0.09179182043187975,AF3,Delta
ACSub11,Control,0,1,0.06003710199727487,AF3,Delta
ACSub11,Control,0,1,0.07927990713389713,AF3,Delta
ACSub11,Control,0,1,0.05438024631965895,AF3,Delta
ACSub11,Control,0,1,0.22149152397690347,AF3,Delta
ACSub11,Control,0,1,0.32678707171391225,AF3,Delta
ACSub11,Control,0,1,0.32140973439961745,AF3,Delta
ACSub11,Control,0,1,0.09156616161389622,AF3,Delta
ACSub11,Control,0,1,0.19480814845397437,AF3,Delta
ACSub11,Control,0,1,0.21029065638803845,AF3,Delta
ACSub11,Control,0,1,0.06992185479489607,AF3,Delta
ACSub12,Control,0,0,0.5723481309732334,AF3,Delta
ACSub12,Control,0,0,0.6209169786058951,AF3,Delta
ACSub12,Control,0,0,0.5401799953297193,AF3,Delta
ACSub12,Control,0,0,0.4637333137378388,AF3,Delta
ACSub12,Control,0,0,0.4400469137849085,AF3,Delta
ACSub12,Control,0,0,0.4759523823820877,AF3,Delta
ACSub12,Control,0,0,0.4819436989893208,AF3,Delta
ACSub12,Control,0,0,0.44042821956565115,AF3,Delta
ACSub12,Control,0,0,0.5616844762075166,AF3,Delta
ACSub12,Control,0,0,0.5595845104376489,AF3,Delta
ACSub12,Control,0,0,0.5500849843520352,AF3,Delta
ACSub12,Control,0,0,0.48972961668222237,AF3,Delta
ACSub12,Control,0,0,0.6343900287792734,AF3,Delta
ACSub12,Control,0,0,0.6782023063205064,AF3,Delta
ACSub12,Control,0,0,0.5983126632757122,AF3,Delta
ACSub12,Control,0,0,0.722783965104227,AF3,Delta
